name,yrnom,posit,recess,success,id,analu,seatid,spaethid,zukid,birdate,biryear,birthcit,birthst,childcit,childst,childsur,famses,famjud,nomrelig,natorig,race,gender,mothname,fathname,fathoccu,fathpol,fathpoln,undsch,undsta,unddat,undschn,gradsch,gradsta,graddat,gradschn,lawsch,lawsta,lawdat,lawschn,read,readst,readyr,readn,marryn,spouse,marryr,child,militbr,milityrs,militran,militwar,clerkj,clerkyrs,barst1,baryr1,barst2,baryr2,barst3,baryr3,privtyp1,privst1,privyrs1,privtyp2,privst2,privyrs2,schname1,schrank1,schyrs1,schname2,schrank2,schyrs2,schn,schcon,sttrist,sttriyrs,stapst,stapyrs,stsupst,stsupyrs,feddist,feddi,feddiyrs,fedca,fedcayrs,usasat,usasatyrs,usat,usatyrs,ussgoyrs,ussgyrs,usagoyrs,usagyrs,uscab,uscabyrs,ussec,ussecyrs,usage,usageyrs,usagh,usaghyrs,uspresyrs,ushr1,ushryrs1,ushr2,ushryrs2,ussn1,ussnyrs1,ussn2,ussnyrs2,conconv,concong,concongyrs,artcon,artconyrs,artconsp,citat,citatyrs,cdep,cdepyrs,cdis,cdisyrs,saag,saagyrs,stag,stagyrs,ltgov,ltgov1,ltgov2,gov,govyrs,stcab,stcabyrs,mayor,mayoryrs,stsenate,stsenyrs,sthouse,sthseyrs,ctycl,ctyclyrs,commsn,commsnyrs,datenom,datesen,judnom,usjnom,stjnom,prsznom,prstnom,prposnom,prschnom,govatnom,uslenom,uslesnom,stlenom,stlesnom,stexpnom,stexsnom,usexnom,yrposnom,agenom,stnom,parnom,prparnom,prdssr,presname,prespart,nompres,socpres,econpres,congress,senparty,nomsen,ideo,mednmq1,medmq1,mednmq2,medmq2,qual,abarate,abavote,heardate,heardays,comdvote,comvote,intpro,intanti,sendate,senact,sensupp,senopp,serve,withdraw,dateserb,datesere,agedep,reasdep,postdep,scssr,deathd,deathcit,deathst,deathag
"Jackson, Robert Houghwout",1941,1,0,1,131,1,10.04,84,888,02/13/1892,1892,329,38,275,32,3,3,0,6,19,0,0,"Houghwout, Angelina","Jackson, William E.",13,888,888,888,888,888,888,888,888,888,888,2,1,1912,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Gerhardt, Irene",1916,2,888,0,888,888,888,0,32,1913,888,888,888,888,1,32,4,1,32,16,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,1,2,1,24,4,888,0,22,3,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,6/12/41,6/12/41,888,888,888,888,888,888,888,3,888,888,888,888,888,888,888,1,49,32,1,888,"Stone, Harlan Fiske",32,1,-0.368000001,71.59999847,82.5,77,1,-0.109999999,1,110,-1.016000032,111,-0.63499999,0.915000021,888,888,6/21/41,1,6/30/41,2,999,999,7/7/41,1,666,666,1,888. NOMINATION NOT WITHDRAWN,7/11/41,10/9/54,62,3,777,"Harlan, John Marshall (II)",10/9/54,55,51,62
"Rutledge, Wiley Blount",1943,1,0,1,132,1,4.19,85,DC.06.01,07/20/1894,1894,116,17,116,17,3,3,0,14,4,0,0,"Wigginton, Mary Lou","Rutledge, Wiley",3,888,888,116,2,1914,2,888,888,888,888,23,2,1922,2,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Person, Annabel",1917,3,888,0,888,888,888,0,6,1922,888,888,888,888,4,6,2,777,777,0,23,7,2,51,4,4,3,0,888,0,888,0,888,0,888,888,0,12,4,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,1/11/43,1/11/43,3,13,888,888,888,888,888,888,888,888,888,888,888,888,888,4,48,15,1,888,"Byrnes, James Frances",32,1,-0.368000001,71.59999847,82.5,78,1,0.01,1,115,-0.150999993,110,0.075999998,1,888,888,1/22/43,1,2/1/43,2,999,999,2/8/43,1,666,666,1,888. NOMINATION NOT WITHDRAWN,2/15/43,9/10/49,55,3,777,"Minton, Sherman",9/10/49,150,19,55
"Burton, Harold Hitz",1945,1,0,1,133,1,9.15,86,888,06/22/1888,1888,180,21,180,21,5,3,0,14,9,0,0,"Hitz, Gertrude","Burton, Alfred E.",30,888,888,9,2,1909,1,888,888,888,888,47,2,1912,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Smith, Selma Florence",1912,4,1,1,2,5,888,0,35,1912,44,1914,888,888,4,35,2,4,35,3,112,5,2,777,777,0,1,0,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,35,4,777,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,309,5,888,0,35,0,888,0,888,0,9/18/45,9/18/45,888,888,888,888,888,888,888,888,2,35,888,888,888,888,888,4,57,35,6,888,"Roberts, Owen Josephus",33,1,-0.374000013,74.30000305,74.59999847,79,1,-0.058499999,0.280000001,116,0.037,110,-0.093999997,0.930000007,888,888,666. NO RECORD OF HEARING,666,9/19/45,2,888,888,9/19/45,1,666,666,1,888. NOMINATION NOT WITHDRAWN,10/1/45,10/13/58,70,2,777,"Stewart, Potter",10/28/64,55,51,76
"Vinson, Fred Moore",1946,0,0,1,134,1,1.18,87,DC.03.04,01/22/1890,1890,121,17,121,17,3,2,0,9,4,0,0,"Ferguson, Virginia","Vinson, James",11,12,1,19,2,1909,1,888,888,888,888,19,2,1911,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Dixson, Roberta",1923,2,1,2,14,5,888,0,17,1911,888,888,888,888,3,17,12,1,17,2,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,12,6,888,0,888,0,0,0,0,0,888,0,24,1,7,0,3,2,0,17,6,17,7,888,0,888,0,0,888,0,888,0,888,121,0,888,0,17,3,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,6/6/46,6/6/46,888,888,888,888,888,888,888,888,888,888,888,888,888,888,11,1,56,17,1,888,"Stone, Harlan Fiske",33,1,-0.374000013,74.30000305,74.59999847,79,1,-0.058499999,0.75,110,-0.093999997,110,0.057999998,0.785000026,888,888,6/14/46,1,6/19/46,2,999,999,6/20/46,1,666,666,1,888. NOMINATION NOT WITHDRAWN,6/24/46,9/8/53,63,3,777,"Warren, Earl",9/8/53,55,51,63
"Clark, Tom Campbell",1949,1,0,1,135,1,6.13,88,888,09/23/1899,1899,376,43,376,43,5,4,0,10,19,0,0,"Falls, Jennie","Clark, William H.",20,12,1,98,2,1921,2,888,888,888,888,98,2,1922,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Ramsey, Mary Jane",1924,3,1,0,6,5,888,0,43,1922,888,888,888,888,4,43,5,4,43,5,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,8,4,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,43,5,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,8/2/49,8/2/49,888,888,888,888,888,888,888,3,888,888,888,888,888,888,888,4,49,43,1,888,"Murphy, Francis (Frank) William",33,1,-0.374000013,74.30000305,74.59999847,81,1,0.0095,0.5,110,0.448000014,111,0.555999994,0.125,888,888,8/9/49,3,8/12/49,2,30,65,8/18/49,2,73,8,1,888. NOMINATION NOT WITHDRAWN,8/24/49,6/12/67,67,7,11,"Marshall, Thurgood",6/13/77,282,32,77
"Minton, Sherman",1949,1,0,1,136,1,4.2,89,07.03.05,10/20/1890,1890,93,14,95,14,1,2,0,11,4,0,0,"Lyvers, Emma","Minton, John E.",38,888,888,888,888,888,888,117,6,1917,1,52,2,1915,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Gurtz, Gertrude",1917,3,1,1,2,5,888,0,14,1915,888,888,888,888,1,14,2,4,14,5,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,7,8,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,14,6,777,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,9/15/49,9/15/49,3,8,888,888,888,888,888,888,888,888,888,888,888,888,888,8,58,14,1,888,"Rutledge, Wiley Blount",33,1,-0.374000013,74.30000305,74.59999847,81,1,0.0095,0.720000029,110,0.448000014,111,0.555999994,0.354999989,888,888,9/27/49,1,10/3/49,2,3,0,10/4/49,2,48,16,1,888. NOMINATION NOT WITHDRAWN,10/12/49,10/15/56,65,2,777,"Brennan, William Joseph, Jr.",4/9/65,95,14,74
"Warren, Earl",1953,0,1,888,137,1,1.19,90,888,03/19/1891,1891,13,5,12,5,3,2,0,11,18,0,0,"Hernlund, Chrystal","Warren, Methias",32,888,888,16,2,1912,1,888,888,888,888,16,2,1914,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Meyers, Nina P.",1925,6,1,1,8,5,888,0,5,1914,888,888,888,888,2,5,1,4,5,2,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,15,1,5,5,5,14,888,0,5,4,888,888,888,5,10,888,0,888,0,888,0,888,0,888,0,888,0,10/2/53,RECESS APPT,888,888,888,888,888,888,888,888,888,888,888,888,1,5,888,10,62,5,6,888,"Vinson, Fred Moore",34,6,0.280999988,36.90000153,38.79999924,83,1,0.061000001,777,120,1.075999975,120,0.584999979,777,777,777,777. RECESS APPOINTMENT,777,777. RECESS APPOINTMENT,777,777,777,777. RECESS APPT,777,777,777,777,777. RECESS APPOINTMENT,10/5/53,3/2/54,62,13,9,666. RECESS APPOINTEE REPLACED HIMSELF,7/9/74,55,51,83
"Warren, Earl",1954,0,0,1,138,2,1.2,90,888,03/19/1891,1891,13,5,12,5,3,2,0,11,18,0,0,"Hernlund, Chrystal","Warren, Methias",32,888,888,16,2,1912,1,888,888,888,888,16,2,1914,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Meyers, Nina P.",1925,6,1,1,8,5,888,0,5,1914,888,888,888,888,2,5,1,4,5,2,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,15,1,5,5,5,14,888,0,5,4,888,888,888,5,10,888,0,888,0,888,0,888,0,888,0,888,0,1/11/54,1/11/54,9,1,888,888,888,888,888,888,888,888,888,888,888,888,888,1,62,5,6,888,"Vinson, Fred Moore",34,6,0.280999988,36.90000153,38.79999924,83,1,0.061000001,0.75,120,1.075999975,120,0.584999979,0.855000019,888,888,2/2/54,2,2/24/54,2,0,2,3/1/54,1,666,666,1,888. NOMINATION NOT WITHDRAWN,3/2/54,6/23/69,78,1,777,"Burger, Warren Earl",7/9/74,55,51,83
"Harlan, John Marshall (II)",1954,1,0,0,139,1,10.05,91,02.02.04,05/20/1899,1899,82,13,82,13,5,5,1,10,4,0,0,"Flagg, Elizabeth","Harlan, John M.",20,12,1,85,2,1920,1,78,4,1923,1,75,2,1925,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Andrews, Ethel",1928,1,2,2,3,6,888,0,32,1925,888,888,888,888,4,32,0,4,32,1,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,2,1,5,2,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,32,2,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,11/9/54,11/9/54,3,3,888,888,888,888,888,888,888,888,888,888,888,888,888,1,55,32,6,888,"Jackson, Robert Houghwout",34,6,0.280999988,36.90000153,38.79999924,83,6,0.061000001,0.875,120,0.584999979,111,0.358999997,0.75,888,888,666. NO RECORD OF HEARING,666,666. NO RECORD OF VOTE/ACT,666,888,888,888. NO RECORD OF ACTION,888,888,888,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,12/29/71,55,51,72
"Harlan, John Marshall (II)",1955,1,0,1,140,2,10.06,91,02.02.04,05/20/1899,1899,82,13,82,13,5,5,1,10,4,0,0,"Flagg, Elizabeth","Harlan, John M.",20,12,1,85,2,1920,1,78,4,1923,1,75,2,1925,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Andrews, Ethel",1928,1,2,2,3,6,888,0,32,1925,888,888,888,888,4,32,0,4,32,1,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,2,1,5,2,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,32,2,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,1/10/55,1/10/55,3,3,888,888,888,888,888,888,888,888,888,888,888,888,888,1,55,32,6,888,"Jackson, Robert Houghwout",34,6,0.280999988,36.90000153,38.79999924,84,1,0.024,0.875,120,0.584999979,111,0.358999997,0.75,888,888,2/25/55,1,3/10/55,2,4,4,3/16/55,2,71,11,1,888. NOMINATION NOT WITHDRAWN,3/28/55,9/23/71,72,2,777,"Rehnquist, William Hubbs",12/29/71,55,51,72
"Brennan, William Joseph, Jr.",1956,1,1,888,141,1,4.21,92,888,4/25/06,1906,256,30,256,30,5,3,0,13,15,0,0,"McDermott, Agnes","Brennan, William J.",18,12,1,84,2,1928,1,888,888,888,888,47,2,1931,1,888. NOMINEE DID NOT READ LAW,888,888,888,2,"Fowler, Mary",1983,3,1,4,3,6,888,0,30,1931,888,888,888,888,4,30,11,4,30,4,888,888,0,888,888,0,888,888,30,1,30,2,30,4,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,10/15/56,RECESS APPT,6,888,30,888,888,888,888,888,888,888,888,888,888,888,888,4,50,30,1,888,"Minton, Sherman",34,6,0.280999988,36.90000153,38.79999924,85,1,0.034000002,777,111,0.588999987,120,0.213,777,777,777,777. RECESS APPOINTMENT,777,777. RECESS APPOINTMENT,777,777,777,777. RECESS APPT,777,777,777,777,777. RECESS APPOINTMENT,10/16/56,3/22/57,50,13,9,666. RECESS APPOINTEE REPLACED HIMSELF,7/24/97,387,46,91
"Brennan, William Joseph, Jr.",1957,1,0,1,142,2,4.22,92,888,4/25/06,1906,256,30,256,30,5,3,0,13,15,0,0,"McDermott, Agnes","Brennan, William J.",18,12,1,84,2,1928,1,888,888,888,888,47,2,1931,1,888. NOMINEE DID NOT READ LAW,888,888,888,2,"Fowler, Mary",1983,3,1,4,3,6,888,0,30,1931,888,888,888,888,4,30,11,4,30,4,888,888,0,888,888,0,888,888,30,1,30,2,30,4,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,1/14/57,1/14/57,9,1,888,888,888,888,888,888,888,888,888,888,888,888,888,1,50,30,1,888,"Minton, Sherman",34,6,0.280999988,36.90000153,38.79999924,85,1,0.034000002,1,111,0.588999987,120,0.213,1,1,1,2/26/57,2,3/4/57,2,0,0,3/19/57,1,666,666,1,888. NOMINATION NOT WITHDRAWN,3/22/57,7/20/90,84,1,777,"Souter, David H.",7/24/97,387,46,91
"Whittaker, Charles Evans",1957,1,0,1,143,1,7.13,93,08.03.05,2/22/01,1901,105,16,105,16,1,2,0,9,4,0,0,"Miller, Ida","Whittaker, Charles",13,888,888,888,888,888,888,888,888,888,888,57,2,1924,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Pugh, Winifred R.",1928,3,888,0,888,888,888,0,25,1923,888,888,888,888,4,25,31,777,777,0,888,888,0,888,888,0,888,888,888,0,888,0,888,0,25,4,2,8,1,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,3/2/57,3/2/57,3,9,888,888,888,888,888,888,888,888,888,888,888,888,888,1,56,25,6,888,"Reed, Stanley Forman",34,6,0.280999988,36.90000153,38.79999924,85,1,0.034000002,0.5,111,0.588999987,120,0.213,1,1,1,3/18/57,1,3/18/57,2,0,0,3/19/57,1,666,666,1,888. NOMINATION NOT WITHDRAWN,3/25/57,3/31/62,61,2,777,"White, Byron Raymond",11/26/73,225,25,72
"Stewart, Potter",1958,1,1,888,144,1,9.16,94,06.04.02,1/23/15,1915,200,22,308,35,5,5,1,6,4,0,0,"Potter, Harriet  L.","Stewart, James G.",20,2,2,117,2,1937,1,17,1,1938,1,117,2,1941,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Bertles, Mary Ann",1943,3,13,3,8,6,888,0,35,1942,32,1942,888,888,4,32,1,4,35,7,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,6,4,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,308,3,888,0,10/14/58,RECESS APPT,3,7,888,888,888,888,888,888,888,888,888,888,888,888,888,4,43,35,6,888,"Burton, Harold Hitz",34,6,0.280999988,36.90000153,38.79999924,86,1,-0.143000007,777,120,0.646000028,120,0.693000019,777,777,777,777. RECESS APPOINTMENT,777,777. RECESS APPOINTMENT,777,777,777,777. RECESS APPT,777,777,777,777,777. RECESS APPOINTMENT,10/14/58,5/15/59,44,13,9,666. RECESS APPOINTEE REPLACED HIMSELF,12/7/85,239,29,70
"Stewart, Potter",1959,1,0,1,145,2,9.17,94,06.04.02,1/23/15,1915,200,22,308,35,5,5,1,6,4,0,0,"Potter, Harriet  L.","Stewart, James G.",20,2,2,117,2,1937,1,17,1,1938,1,117,2,1941,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Bertles, Mary Ann",1943,3,13,3,8,6,888,0,35,1942,32,1942,888,888,4,32,1,4,35,7,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,6,4,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,308,3,888,0,1/17/59,1/17/59,9,1,888,888,888,888,888,888,888,888,888,888,888,888,888,1,43,35,6,888,"Burton, Harold Hitz",34,6,0.280999988,36.90000153,38.79999924,86,1,-0.143000007,0.75,120,0.646000028,120,0.693000019,1,2,2,4/9/50,2,4/20/59,2,0,0,5/5/59,2,70,17,1,888. NOMINATION NOT WITHDRAWN,5/15/59,7/3/81,66,9,777,"O'Connor, Sandra Day",12/7/85,239,29,70
"White, Byron Raymond",1962,1,0,1,146,1,7.14,95,888,6/8/17,1917,29,6,30,6,3,3,0,6,4,0,0,"Burger, Maude","White, Alpha A.",22,2,1,23,2,1938,1,78,4,1939,1,117,2,1946,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Stearns, Marion",1946,2,13,4,8,6,5,1,6,1947,888,888,888,888,4,6,14,777,777,0,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,1,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,4/3/62,4/3/62,888,888,888,888,888,888,888,2,888,888,888,888,888,888,888,1,44,6,1,888,"Whittaker, Charles Evans",35,1,-0.472000003,66.40000153,65.40000153,87,1,-0.108000003,0.5,126,0.470999986,127,0.006,0.5,2,1,4/11/62,1,4/11/62,2,2,0,4/11/62,1,666,666,1,888. NOMINATION NOT WITHDRAWN,4/16/62,6/28/93,76,9,777,"Ginsburg, Ruth Bader",4/15/02,28,6,84
"Goldberg, Arthur Joseph",1962,1,0,1,147,1,3.16,96,888,8/8/08,1908,82,13,82,13,5,1,0,7,17,0,0,"Perlstein, Rebecca","Goldberg, Joseph",8,888,888,77,2,1929,3,888,888,888,888,77,2,1930,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Kurgans, Dorothy",1931,2,1,2,11,6,888,0,13,1929,888,888,888,888,4,13,4,4,51,9,56,5,3,56,5,3,2,1,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,12,1,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,8/31/62,8/31/62,888,888,888,888,888,888,888,888,888,888,888,888,888,888,7,1,54,13,1,888,"Frankfurter, Felix",35,1,-0.472000003,66.40000153,65.40000153,87,1,-0.108000003,0.75,126,0.470999986,127,0.006,0.915000021,3,3,9/11/62,2,9/25/62,2,1,0,9/25/62,1,666,666,1,888. NOMINATION NOT WITHDRAWN,10/1/62,7/25/65,56,10,1,"Fortas, Abe",1/19/90,55,51,81
"Fortas, Abe",1965,1,0,1,148,1,3.17,97,888,6/19/10,1910,363,42,363,42,5,2,0,7,4,0,0,"Berson, Ray","Fortas, William",7,888,888,88,2,1930,1,888,888,888,888,117,2,1933,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Agger, Carolyn Eugenia",1935,0,888,0,888,888,888,0,7,1934,51,1945,888,888,4,51,19,777,777,0,117,1,4,117,7,1,2,1,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,10,5,888,0,19,1,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,7/28/65,7/28/65,888,888,888,4,51,888,888,888,888,888,888,888,888,888,888,19,55,42,1,888,"Goldberg, Arthur Joseph",36,1,-0.337000012,83.5,78.19999695,89,1,-0.201000005,1,124,-1.041000009,128,-0.700999975,1,3,3,8/5/65,1,8/10/65,2,0,0,8/11/65,1,666,666,1,888. NOMINATION NOT WITHDRAWN,10/4/65,5/14/69,58,11,777,"Blackmun, Harry Andrew",4/5/82,55,51,71
"Marshall, Thurgood",1967,1,0,1,149,1,6.14,98,02.09.01,7/2/08,1908,160,20,160,20,5,2,0,6,1,1,0,"Williams, Norma","Marshall, William",9,888,888,60,2,1930,1,888,888,888,888,50,2,1933,1,888. NOMINEE DID NOT READ LAW,888,888,888,2,"Suyat, Cecilia",1955,2,888,0,888,888,888,0,20,1933,888,888,888,888,1,20,3,777,777,0,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,2,4,888,0,888,0,0,2,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,6/13/67,6/13/67,888,888,888,888,888,888,888,5,888,888,888,888,888,888,888,2,58,32,1,888,"Clark, Tom Campbell",36,1,-0.337000012,83.5,78.19999695,90,1,-0.186000004,1,109,-0.540000021,109,-0.421000004,0.834999979,3,3,7/13/67,5,8/3/67,2,0,1,8/30/67,2,69,11,1,888. NOMINATION NOT WITHDRAWN,10/2/67,10/1/91,83,1,777,"Thomas, Clarence",1/24/93,55,51,84
"Fortas, Abe",1968,0,0,0,150,2,1.21,97,888,6/19/10,1910,363,42,363,42,5,2,0,7,4,0,0,"Berson, Ray","Fortas, William",7,888,888,88,2,1930,1,888,888,888,888,117,2,1933,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Agger, Carolyn Eugenia",1935,0,888,0,888,888,888,0,7,1934,51,1945,888,888,4,51,19,777,777,0,117,1,4,117,7,1,2,1,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,10,5,888,0,19,1,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,6/26/68,6/26/68,2,1,888,888,888,888,888,888,888,888,888,888,888,888,888,3,58,42,1,888,"Warren, Earl",36,1,-0.337000012,83.5,78.19999695,90,1,-0.186000004,0.845000029,109,-0.421000004,130,-1.110999942,0.63499999,3,3,7/11/68,11,9/17/68,2,7,4,10/4/68,4,45,43,4,10/4/68,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,4/5/82,55,51,71
"Thornberry, William Homer",1968,1,0,0,151,1,3.18,888,05.04.02,1/9/09,1909,375,43,375,43,5,3,0,9,999,0,0,"Jones, Mary L.","Thornberry, William M.",41,888,888,98,2,1932,1,888,888,888,888,98,2,1936,1,888. NOMINEE DID NOT READ LAW,888,888,888,2,"Harris, Marian",1990,3,13,4,10,6,888,0,43,1936,888,888,888,888,4,43,5,4,43,2,888,888,0,888,888,0,888,888,888,0,888,0,888,0,43,8,2,5,3,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,43,14,777,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,43,1,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,43,5,375,2,888,0,6/26/68,6/26/68,3,6,888,888,888,888,888,888,888,888,888,888,888,888,888,3,59,43,1,888,"Fortas, Abe",36,1,-0.337000012,83.5,78.19999695,90,1,-0.186000004,888,109,-0.421000004,130,-1.110999942,888,3,1,7/11/68,11,666. NO RECORD OF VOTE/ACT,666,888,888,888. NO RECORD OF ACTION,888,888,888,4,10/4/68,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,12/12/95,375,43,86
"Burger, Warren Earl",1969,0,0,1,152,1,1.22,99,DC.01.07,9/17/07,1907,215,23,215,23,5,2,0,10,25,0,0,"Schnittger, Katharine","Burger, Charles J.",33,888,888,72,1,1927,1,888,888,888,888,90,2,1931,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Stromberg, Elvera",1933,2,888,0,888,888,888,0,23,1931,888,888,888,888,4,23,22,777,777,0,74,6,17,777,777,0,1,0,888,0,888,0,888,0,888,888,0,12,13,888,0,888,0,0,0,3,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,5/23/69,5/23/69,3,13,888,888,888,888,888,888,888,888,888,888,888,888,888,13,61,46,6,888,"Warren, Earl",37,6,0.551999986,44.90000153,47.70000076,91,1,-0.092,0.115000002,130,-1.110999942,124,-0.981999993,0.959999979,3,1,6/3/69,1,6/3/69,2,3,0,6/9/69,2,74,3,1,888. NOMINATION NOT WITHDRAWN,6/23/69,9/26/86,79,1,2,"Rehnquist, William Hubbs",6/25/95,55,51,87
